Date,Price,Open,High,Low,Change %
11-Sep-06,591.75,610.15,611.15,583.35,-3.12%
8-Sep-06,610.8,617.2,619.75,606.7,-0.96%
7-Sep-06,616.7,633.5,636.5,615.3,-2.65%
6-Sep-06,633.5,638.5,640.75,633.1,-0.80%
5-Sep-06,638.6,627.3,640.5,626.5,1.93%
4-Sep-06,626.5,625.05,628,625.05,0.16%
1-Sep-06,625.5,625.3,628.1,620.05,-0.22%
31-Aug-06,626.9,619.1,627.6,618.1,1.15%
30-Aug-06,619.75,614.75,621.55,612.85,1.14%
29-Aug-06,612.75,614.35,618.25,607.55,-0.21%
28-Aug-06,614.05,622.35,624.25,613.25,-1.48%
25-Aug-06,623.25,620.25,624.65,618.55,0.23%
24-Aug-06,621.85,621.75,626.7,619.25,-0.08%
23-Aug-06,622.35,624.05,631.55,621.75,-0.27%
22-Aug-06,624.05,628.15,629.25,620.85,-0.60%
21-Aug-06,627.8,614,628.5,613.8,2.08%
18-Aug-06,615,613.8,619.15,607.4,0.08%
17-Aug-06,614.5,628.7,632.1,613.7,-2.27%
16-Aug-06,628.8,624.8,632.8,624,0.61%
15-Aug-06,625,626.4,628.7,621,-0.67%
14-Aug-06,629.2,633.4,633.4,623.9,-0.55%
11-Aug-06,632.7,637.5,645.55,626.5,-0.39%
10-Aug-06,635.17,650.48,654.12,634.27,-2.38%
9-Aug-06,650.65,644.25,655.3,636.5,1.07%
8-Aug-06,643.75,647.75,650,641.25,-0.65%
7-Aug-06,647.98,644.17,652.17,644.17,0.24%
4-Aug-06,646.45,645.35,654.85,643.75,0.22%
3-Aug-06,645.05,651.85,653.5,639.35,-0.91%
2-Aug-06,650.95,647.25,656.2,645.75,0.58%
1-Aug-06,647.2,636,647.6,630.5,1.99%
31-Jul-06,634.58,636.38,638.98,629.27,-0.21%
28-Jul-06,635.9,634.5,637.75,626.1,0.32%
27-Jul-06,633.88,624.12,640.88,624.12,1.88%
26-Jul-06,622.17,618.88,623.27,613.27,0.44%
25-Jul-06,619.45,615.25,624,610.15,1.14%
24-Jul-06,612.48,620.88,621.12,601.98,-1.33%
21-Jul-06,620.75,629.65,637.15,616.25,-1.34%
20-Jul-06,629.15,643.6,645.1,629.05,-2.01%
19-Jul-06,642.05,630.85,646.75,618.3,1.72%
18-Jul-06,631.2,642.9,654.5,628.1,-1.86%
17-Jul-06,643.15,668.75,676.75,642.85,-3.31%
14-Jul-06,665.15,663.45,668.5,659.55,0.77%
13-Jul-06,660.05,650.85,661,644.75,1.35%
12-Jul-06,651.25,641.05,656.05,639.75,1.54%
11-Jul-06,641.35,624.15,643.75,621.75,2.77%
10-Jul-06,624.05,630.25,632.75,620.75,-1.03%
7-Jul-06,630.55,633.65,637.75,627.75,-0.54%
6-Jul-06,633.95,628.85,635.5,622.75,0.88%
5-Jul-06,628.45,622.35,630.85,617.85,1.04%
4-Jul-06,622,624,624,617,-0.40%
3-Jul-06,624.5,618,625.55,617,1.86%
30-Jun-06,613.1,597.4,615.9,597.35,2.53%
29-Jun-06,598,580.4,598,579.4,3.07%
28-Jun-06,580.2,579.5,586.8,576.9,-0.29%
27-Jun-06,581.9,585.3,596.1,581.9,-0.61%
26-Jun-06,585.45,584.9,587.5,577.5,0.36%
23-Jun-06,583.35,580.85,586.45,571.85,0.46%
22-Jun-06,580.65,587.35,595.15,580.35,-1.06%
21-Jun-06,586.85,575.1,590.55,570.55,1.80%
20-Jun-06,576.5,565.5,576.7,561,1.29%
19-Jun-06,569.15,580.35,580.45,566.05,-2.01%
16-Jun-06,580.85,570.35,585.35,567.35,1.90%
15-Jun-06,570,560.55,576.8,554.25,1.90%
14-Jun-06,559.35,564.35,571.45,543.35,-0.69%
13-Jun-06,563.25,604.75,605.05,562.45,-7.03%
12-Jun-06,605.85,603.85,611.75,602.85,-0.26%
9-Jun-06,607.45,613.35,617.45,601,-0.77%
8-Jun-06,612.15,626.95,627.45,607.85,-2.36%
7-Jun-06,626.95,630.35,630.55,616.6,-0.51%
6-Jun-06,630.15,635.35,639.15,625.35,-1.13%
5-Jun-06,637.35,638.65,645.35,637.05,-0.13%
2-Jun-06,638.2,629.3,639,618.9,1.37%
1-Jun-06,629.6,643.3,645.4,621.3,-2.19%
31-May-06,643.7,653.1,659.7,638.9,-1.39%
30-May-06,652.8,651.8,665,648.6,0.35%
29-May-06,650.5,653.15,654.1,646.4,-0.23%
26-May-06,652,650.1,655.5,640.4,0.18%
25-May-06,650.8,642.6,651.3,639,1.39%
24-May-06,641.9,669.4,670.9,637.8,-4.41%
23-May-06,671.5,656.5,674,650.9,2.33%
22-May-06,656.2,656.6,661.65,636.6,-0.21%
19-May-06,657.6,683.9,688.9,651.4,-3.62%
18-May-06,682.3,686.9,694.5,678.8,-1.10%
17-May-06,689.9,688.9,716.4,685.7,0.04%
16-May-06,689.6,679,692.5,674.5,1.25%
15-May-06,681.1,714.2,721,678.1,-4.71%
12-May-06,714.8,714.2,730.5,708.3,-0.63%
11-May-06,719.3,709.1,726.5,704.75,1.67%
10-May-06,707.5,700.7,707.5,693.8,0.96%
9-May-06,700.8,679,701,677.75,3.24%
8-May-06,678.8,685.2,685.2,670.5,-0.57%
5-May-06,682.7,678.5,684.6,675.3,0.78%
4-May-06,677.4,667.9,677.9,660.9,1.48%
3-May-06,667.5,668,676.8,660.5,-0.01%
2-May-06,667.6,654.5,667.7,653.5,1.44%
1-May-06,658.1,654.6,661.6,652.4,0.55%
28-Apr-06,654.5,634,655.8,633.9,3.23%
27-Apr-06,634,639.4,643.5,627.7,-0.78%
26-Apr-06,639,630.7,640.9,628.6,1.38%
25-Apr-06,630.3,621.2,635.1,619,1.45%
24-Apr-06,621.3,639.5,639.5,619.2,-2.00%
21-Apr-06,634,610.65,634.4,610.6,3.04%
20-Apr-06,615.3,639.7,646.15,608.2,-3.84%
19-Apr-06,639.9,621.8,640.3,621.4,2.94%
18-Apr-06,621.6,614.2,622.1,612.5,1.24%
17-Apr-06,614,600.4,615.8,600.4,2.37%
14-Apr-06,599.8,596.75,599.8,595.75,0.55%
13-Apr-06,596.5,598.5,598.8,590.9,-0.31%
12-Apr-06,598.38,593.17,600.38,593.17,0.82%
11-Apr-06,593.5,600.1,604.4,593.1,-1.08%
10-Apr-06,600,589.15,600.3,588.3,1.96%
7-Apr-06,588.45,596.15,598.45,585.25,-1.14%
6-Apr-06,595.25,589.15,596.95,587.2,1.09%
5-Apr-06,588.85,585.95,589.85,582.35,0.41%
4-Apr-06,586.45,588.25,590.45,584.85,-0.39%
3-Apr-06,588.75,582.95,591.95,582.25,0.87%
31-Mar-06,583.65,588.75,589.15,579.05,-0.85%
30-Mar-06,588.65,573.45,589.15,571.45,2.65%
29-Mar-06,573.45,564.75,574.05,560.45,1.59%
28-Mar-06,564.5,567,569.3,563.2,-0.43%
27-Mar-06,566.95,559.95,568.75,558.65,1.16%
24-Mar-06,560.45,550.15,561.15,548.95,1.87%
23-Mar-06,550.15,550.85,551.45,545.05,-0.07%
22-Mar-06,550.55,552.05,553.7,547.15,-0.24%
21-Mar-06,551.85,554.75,555.45,547.35,-0.47%
20-Mar-06,554.45,554.55,556.65,550.15,0.11%
17-Mar-06,553.85,555.45,557.95,552.15,-0.25%
16-Mar-06,555.25,553.05,557.05,547.55,0.23%
15-Mar-06,553.95,551.2,557.35,550.45,0.36%
14-Mar-06,551.95,546.05,552.45,542.75,1.06%
13-Mar-06,546.15,541.2,546.95,540.95,1.07%
10-Mar-06,540.35,545.45,547.3,534.05,-1.04%
9-Mar-06,546.05,543.7,550.55,540.3,0.40%
8-Mar-06,543.85,552.45,554.2,538.45,-1.65%
7-Mar-06,552.95,555.15,559.2,548.75,-0.47%
6-Mar-06,555.55,565.95,568.6,552.55,-1.68%
3-Mar-06,565.05,569.45,570.95,564.65,-0.65%
2-Mar-06,568.75,562.45,568.75,562.2,0.87%
1-Mar-06,563.85,561.15,566.95,560.6,0.37%
28-Feb-06,561.75,553.7,561.95,553.2,1.19%
27-Feb-06,555.15,558.35,559.1,552.55,-0.68%
24-Feb-06,558.95,547.45,559.95,547.45,1.74%
23-Feb-06,549.38,554.62,554.73,548.27,-0.90%
22-Feb-06,554.35,554.65,555.45,547.45,0.09%
21-Feb-06,553.85,555.6,556.35,551.35,-0.40%
20-Feb-06,556.05,552.2,557.05,551.95,0.71%
17-Feb-06,552.15,546.45,554.45,544.45,1.08%
16-Feb-06,546.25,538.45,546.45,535.45,1.17%
15-Feb-06,539.95,547.95,548.2,535.95,-1.40%
14-Feb-06,547.62,538.38,547.62,534.88,1.59%
13-Feb-06,539.05,550.35,551.95,539.05,-2.16%
10-Feb-06,550.95,564.25,568.95,547.05,-2.31%
9-Feb-06,563.95,551.35,566.95,549.65,2.38%
8-Feb-06,550.85,549.05,553.25,545.35,0.36%
7-Feb-06,548.85,569.95,571.25,548.15,-3.69%
6-Feb-06,569.85,569.2,573.95,568.7,0.39%
3-Feb-06,567.65,572.25,574.15,565.05,-0.84%
2-Feb-06,572.45,569.45,575.05,567.65,0.58%
1-Feb-06,569.15,568.95,571.85,563.75,0.04%
31-Jan-06,568.95,568.25,572.65,566.05,-0.04%
30-Jan-06,569.15,558.45,569.35,558.35,1.72%
27-Jan-06,559.55,559.7,564.35,555.95,-0.11%
26-Jan-06,560.15,563.55,563.85,554.85,-0.59%
25-Jan-06,563.45,558.45,566.65,556.85,0.85%
24-Jan-06,558.7,559.5,560.15,552.65,-0.09%
23-Jan-06,559.2,553.4,560.5,549.4,0.98%
20-Jan-06,553.8,557.9,568,553.4,-0.75%
19-Jan-06,558,543.15,558,558,2.57%
18-Jan-06,544,554.6,544,544,-1.89%
17-Jan-06,554.5,561.4,554.5,554.5,-1.37%
16-Jan-06,562.2,556.9,562.2,562.2,0.96%
13-Jan-06,556.88,546.38,556.88,556.88,1.58%
12-Jan-06,548.2,549.4,548.2,548.2,-0.15%
11-Jan-06,549,541.9,549,549,1.19%
10-Jan-06,542.55,549.1,542.55,542.55,-1.20%
9-Jan-06,549.12,539.38,549.12,549.12,1.75%
6-Jan-06,539.65,525.35,539.65,539.65,2.78%
5-Jan-06,525.05,534.6,525.05,525.05,-1.78%
4-Jan-06,534.55,534.6,534.55,534.55,0.18%
3-Jan-06,533.6,517.15,533.6,533.6,3.09%
30-Dec-05,517.6,515.4,517.6,517.6,0.30%
29-Dec-05,516.05,516.75,516.05,516.05,0.04%
28-Dec-05,515.85,507.85,515.85,515.85,1.56%
27-Dec-05,507.95,504.85,507.95,507.95,0.58%
26-Dec-05,505,504.5,505,505,0.40%
23-Dec-05,503,504.2,503,503,-0.16%
22-Dec-05,503.8,495.4,503.8,503.8,1.78%
21-Dec-05,495,492.7,495,495,0.47%
20-Dec-05,492.7,504,492.7,492.7,-2.22%
19-Dec-05,503.9,504.9,503.9,503.9,0.12%
16-Dec-05,503.3,502.9,503.3,503.3,0.04%
15-Dec-05,503.1,504.9,503.1,503.1,-0.52%
14-Dec-05,505.75,518.85,505.75,505.75,-2.53%
13-Dec-05,518.88,525.88,518.88,518.88,-1.78%
12-Dec-05,528.3,527.4,528.3,528.3,0.43%
9-Dec-05,526.05,520.85,526.05,526.05,0.97%
8-Dec-05,521,515.2,521,521,1.13%
7-Dec-05,515.2,511.2,515.2,515.2,0.74%
6-Dec-05,511.4,509.9,511.4,511.4,0.40%
5-Dec-05,509.38,504.38,509.38,509.38,1.19%
2-Dec-05,503.4,504.15,503.4,503.4,0.00%
1-Dec-05,503.38,493.88,503.38,503.38,1.93%
30-Nov-05,493.85,499.35,493.85,493.85,-1.25%
29-Nov-05,500.1,498.65,500.1,500.1,0.30%
28-Nov-05,498.6,497.15,498.6,498.6,0.51%
25-Nov-05,496.07,493.62,496.07,496.07,0.55%
24-Nov-05,493.38,493.62,493.38,493.38,0.26%
23-Nov-05,492.1,493.9,492.1,492.1,-0.46%
22-Nov-05,494.38,491.62,494.38,494.38,0.66%
21-Nov-05,491.15,485.1,491.15,491.15,1.10%
18-Nov-05,485.8,485.65,485.8,485.8,0.18%
17-Nov-05,484.95,479.1,484.95,484.95,1.16%
16-Nov-05,479.38,468.68,479.38,479.38,2.38%
15-Nov-05,468.25,469.35,468.25,468.25,0.05%
14-Nov-05,468,469.4,468,468,-0.15%
11-Nov-05,468.7,466.9,468.7,468.7,0.34%
10-Nov-05,467.1,466.9,467.1,467.1,0.17%
9-Nov-05,466.3,460.6,466.3,466.3,1.02%
8-Nov-05,461.6,459.45,461.6,461.6,0.46%
7-Nov-05,459.5,457,459.5,459.5,0.64%
4-Nov-05,456.6,461.4,456.6,456.6,-0.89%
3-Nov-05,460.7,463.4,460.7,460.7,-0.46%
2-Nov-05,462.85,459.15,462.85,462.85,0.77%
1-Nov-05,459.3,465.3,459.3,459.3,-1.27%
31-Oct-05,465.2,472.9,465.2,465.2,-1.74%
28-Oct-05,473.45,474.35,473.45,473.45,-0.09%
27-Oct-05,473.9,470.9,473.9,473.9,0.69%
26-Oct-05,470.65,472.55,470.65,470.65,-0.41%
25-Oct-05,472.6,465.35,472.6,472.6,1.58%
24-Oct-05,465.25,466.2,465.25,465.25,-0.35%
21-Oct-05,466.88,462.38,466.88,466.88,1.22%
20-Oct-05,461.25,464.65,461.25,461.25,-0.79%
19-Oct-05,464.9,471.55,464.9,464.9,-1.48%
18-Oct-05,471.9,474.2,471.9,471.9,-0.42%
17-Oct-05,473.9,469.65,473.9,473.9,0.92%
14-Oct-05,469.6,471.9,469.6,469.6,-0.46%
13-Oct-05,471.75,471.25,471.75,471.75,0.18%
12-Oct-05,470.88,476.12,470.88,470.88,-0.98%
11-Oct-05,475.55,475.35,475.55,475.55,0.08%
10-Oct-05,475.15,474.6,475.15,475.15,0.21%
7-Oct-05,474.15,473.6,474.15,474.15,0.30%
6-Oct-05,472.75,465.1,472.75,472.75,1.68%
5-Oct-05,464.95,466.85,464.95,464.95,-0.30%
4-Oct-05,466.35,465.65,466.35,466.35,0.04%
3-Oct-05,466.15,467.6,466.15,466.15,-0.64%
30-Sep-05,469.15,471.6,469.15,469.15,-0.66%
29-Sep-05,472.25,469.25,472.25,472.25,0.61%
28-Sep-05,469.38,462.88,469.38,469.38,1.54%
27-Sep-05,462.25,466.25,462.25,462.25,-0.94%
26-Sep-05,466.62,463.88,466.62,466.62,0.73%
23-Sep-05,463.25,465.35,463.25,463.25,-0.54%
22-Sep-05,465.75,472.15,465.75,465.75,-1.36%
21-Sep-05,472.15,464.35,472.15,472.15,1.75%
20-Sep-05,464.05,464,464.05,464.05,-0.19%
19-Sep-05,464.95,459.35,464.95,464.95,1.13%
16-Sep-05,459.75,455.85,459.75,459.75,0.99%
15-Sep-05,455.25,450.85,455.25,455.25,1.00%
14-Sep-05,450.75,446.45,450.75,450.75,1.02%
13-Sep-05,446.2,449.55,446.2,446.2,-0.70%
12-Sep-05,449.35,449.85,449.35,449.35,0.02%
9-Sep-05,449.25,446.6,449.25,449.25,0.47%
8-Sep-05,447.15,444.75,447.15,447.15,0.56%
7-Sep-05,444.65,443.9,444.65,444.65,0.15%
6-Sep-05,444,445.75,444,444,-0.28%
5-Sep-05,445.25,444.35,445.25,445.25,0.13%
2-Sep-05,444.65,443.05,444.65,444.65,0.32%
1-Sep-05,443.25,435,443.25,443.25,1.84%
31-Aug-05,435.25,431.55,435.25,435.25,0.93%
30-Aug-05,431.25,436.5,431.25,431.25,-1.30%
29-Aug-05,436.95,438.65,436.95,436.95,-0.15%
26-Aug-05,437.6,438.25,437.6,437.6,-0.16%
25-Aug-05,438.3,437.55,438.3,438.3,0.18%
24-Aug-05,437.5,439.4,437.5,437.5,-0.34%
23-Aug-05,439,438,439,439,0.19%
22-Aug-05,438.15,437.25,438.15,438.15,0.42%
19-Aug-05,436.3,439.9,436.3,436.3,-0.77%
18-Aug-05,439.7,440.6,439.7,439.7,-0.10%
17-Aug-05,440.15,446.15,440.15,440.15,-1.34%
16-Aug-05,446.15,442.55,446.15,446.15,0.80%
15-Aug-05,442.6,446.25,442.6,442.6,-0.81%
12-Aug-05,446.2,445.8,446.2,446.2,0.04%
11-Aug-05,446,437.5,446,446,1.94%
10-Aug-05,437.5,435,437.5,437.5,0.53%
9-Aug-05,435.2,434.9,435.2,435.2,0.05%
8-Aug-05,435,437.4,435,435,-0.67%
5-Aug-05,437.95,437.6,437.95,437.95,0.05%
4-Aug-05,437.75,436.75,437.75,437.75,0.25%
3-Aug-05,436.65,432,436.65,436.65,1.04%
2-Aug-05,432.15,431.75,432.15,432.15,0.03%
1-Aug-05,432,429.7,432,432,0.42%
29-Jul-05,430.2,427.9,430.2,430.2,0.51%
28-Jul-05,428,425.05,428,428,0.65%
27-Jul-05,425.25,423.45,425.25,425.25,0.47%
26-Jul-05,423.25,425.75,423.25,423.25,-0.65%
25-Jul-05,426,425.2,426,426,0.26%
22-Jul-05,424.9,426.4,424.9,424.9,-0.19%
21-Jul-05,425.7,423.05,425.7,425.7,0.65%
20-Jul-05,422.95,420.35,422.95,422.95,0.74%
19-Jul-05,419.85,421.15,419.85,419.85,-0.24%
18-Jul-05,420.85,421.25,420.85,420.85,-0.17%
15-Jul-05,421.55,419.85,421.55,421.55,0.36%
14-Jul-05,420.05,424.1,420.05,420.05,-1.01%
13-Jul-05,424.35,426.65,424.35,424.35,-0.56%
12-Jul-05,426.75,425.75,426.75,426.75,0.23%
11-Jul-05,425.75,423.75,425.75,425.75,0.64%
8-Jul-05,423.05,424.65,423.05,423.05,-0.37%
7-Jul-05,424.62,423.88,424.62,424.62,0.26%
6-Jul-05,423.5,423.85,423.5,423.5,-0.06%
5-Jul-05,423.75,427.25,423.75,423.75,-0.91%
4-Jul-05,427.65,428.35,427.65,427.65,0.00%
1-Jul-05,427.65,434.85,427.65,427.65,-1.75%
30-Jun-05,435.25,436.85,435.25,435.25,-0.48%
29-Jun-05,437.35,436.15,437.35,437.35,0.31%
28-Jun-05,436,439.55,436,436,-0.82%
27-Jun-05,439.62,439.62,439.62,439.62,-0.21%
24-Jun-05,440.55,440.85,440.55,440.55,-0.16%
23-Jun-05,441.25,437.95,441.25,441.25,0.73%
22-Jun-05,438.05,438.5,438.05,438.05,-0.19%
21-Jun-05,438.88,437.38,438.88,438.88,0.17%
20-Jun-05,438.15,438.1,438.15,438.15,-0.05%
17-Jun-05,438.35,435.6,438.35,438.35,0.50%
16-Jun-05,436.15,428.85,436.15,436.15,1.75%
15-Jun-05,428.65,426.95,428.65,428.65,0.43%
14-Jun-05,426.82,426.88,426.82,426.82,-0.48%
13-Jun-05,428.9,425.8,428.9,428.9,0.36%
10-Jun-05,427.35,423.85,427.35,427.35,0.84%
9-Jun-05,423.77,423.82,423.77,423.77,0.05%
8-Jun-05,423.55,424.45,423.55,423.55,-0.21%
7-Jun-05,424.45,426.35,424.45,424.45,-0.36%
6-Jun-05,426,422.55,426,426,0.84%
3-Jun-05,422.45,422.15,422.45,422.45,0.19%
2-Jun-05,421.65,414.25,421.65,421.65,1.49%
1-Jun-05,415.45,417,415.45,415.45,-0.46%
31-May-05,417.35,418.85,417.35,417.35,-0.33%
30-May-05,418.75,419.6,418.75,418.75,-0.31%
27-May-05,420.05,417.85,420.05,420.05,0.55%
26-May-05,417.75,418.95,417.75,417.75,-0.43%
25-May-05,419.55,418.2,419.55,419.55,0.37%
24-May-05,418,417.45,418,418,0.18%
23-May-05,417.25,417.65,417.25,417.25,-0.12%
20-May-05,417.77,420.68,417.77,417.77,-0.68%
19-May-05,420.65,421.85,420.65,420.65,-0.20%
18-May-05,421.5,418.75,421.5,421.5,0.66%
17-May-05,418.75,419.85,418.75,418.75,-0.18%
16-May-05,419.5,420.25,419.5,419.5,-0.21%
13-May-05,420.4,422.6,420.4,420.4,-0.47%
12-May-05,422.38,427.68,422.38,422.38,-1.17%
11-May-05,427.38,426.98,427.38,427.38,0.18%
10-May-05,426.62,426.38,426.62,426.62,0.12%
9-May-05,426.12,426.38,426.12,426.12,0.09%
6-May-05,425.73,430.02,425.73,425.73,-1.00%
5-May-05,430.02,430.07,430.02,430.02,0.18%
4-May-05,429.23,427.68,429.23,429.23,0.37%
3-May-05,427.65,428.85,427.65,427.65,-0.54%
2-May-05,429.98,434.38,429.98,429.98,-1.13%
29-Apr-05,434.88,431.57,434.88,434.88,0.86%
28-Apr-05,431.18,432.88,431.18,431.18,-0.25%
27-Apr-05,432.27,436.12,432.27,432.27,-1.11%
26-Apr-05,437.12,436.12,437.12,437.12,0.57%
25-Apr-05,434.65,433.95,434.65,434.65,0.01%
22-Apr-05,434.6,432.8,434.6,434.6,0.47%
21-Apr-05,432.57,434.68,432.57,432.57,-0.51%
20-Apr-05,434.77,433.77,434.77,434.77,0.28%
19-Apr-05,433.57,426.98,433.57,433.57,1.48%
18-Apr-05,427.25,424.5,427.25,427.25,0.53%
15-Apr-05,425,423.7,425,425,0.23%
14-Apr-05,424.02,429.18,424.02,424.02,-1.19%
13-Apr-05,429.12,428.57,429.12,429.12,0.20%
12-Apr-05,428.25,428.65,428.25,428.25,0.03%
11-Apr-05,428.12,426.88,428.12,428.12,0.71%
8-Apr-05,425.12,425.62,425.12,425.12,-0.21%
7-Apr-05,426.02,426.77,426.02,426.02,-0.18%
6-Apr-05,426.77,424.88,426.77,426.77,0.40%
5-Apr-05,425.05,424.35,425.05,425.05,0.17%
4-Apr-05,424.32,425.88,424.32,424.32,-0.43%
1-Apr-05,426.15,428.35,426.15,426.15,-0.54%
31-Mar-05,428.45,426.6,428.45,428.45,0.49%
30-Mar-05,426.38,426.12,426.38,426.38,0.00%
29-Mar-05,426.38,426.12,426.38,426.38,0.12%
28-Mar-05,425.88,425.38,425.88,425.88,-0.09%
25-Mar-05,426.25,425.25,426.25,426.25,0.28%
24-Mar-05,425.05,425.45,425.05,425.05,0.05%
23-Mar-05,424.85,426.85,424.85,424.85,-0.56%
22-Mar-05,427.25,431.55,427.25,427.25,-0.95%
21-Mar-05,431.35,439,431.35,431.35,-1.82%
18-Mar-05,439.35,438.85,439.35,439.35,0.21%
17-Mar-05,438.43,443.12,438.43,438.43,-1.18%
16-Mar-05,443.65,440.6,443.65,443.65,0.63%
15-Mar-05,440.88,440.88,440.88,440.88,-0.07%
14-Mar-05,441.18,445.62,441.18,441.18,-1.05%
11-Mar-05,445.85,441.85,445.85,445.85,0.78%
10-Mar-05,442.38,440.43,442.38,442.38,0.40%
9-Mar-05,440.62,441.12,440.62,440.62,0.00%
8-Mar-05,440.62,434.62,440.62,440.62,1.38%
7-Mar-05,434.62,433.98,434.62,434.62,0.14%
4-Mar-05,434,430.1,434,434,0.87%
3-Mar-05,430.27,431.88,430.27,430.27,-0.55%
2-Mar-05,432.65,432.35,432.65,432.65,-0.02%
1-Mar-05,432.75,435.65,432.75,432.75,-0.66%
28-Feb-05,435.62,434.88,435.62,435.62,0.16%
25-Feb-05,434.93,433.62,434.93,434.93,0.19%
24-Feb-05,434.12,434.27,434.12,434.12,-0.09%
23-Feb-05,434.5,435.5,434.5,434.5,-0.01%
22-Feb-05,434.55,427.1,434.55,434.55,1.68%
21-Feb-05,427.35,428.75,427.35,427.35,-0.02%
18-Feb-05,427.43,427.27,427.43,427.43,0.00%
17-Feb-05,427.45,425.2,427.45,427.45,0.49%
16-Feb-05,425.38,425.38,425.38,425.38,-0.06%
15-Feb-05,425.62,425.62,425.62,425.62,-0.06%
14-Feb-05,425.88,420.62,425.88,425.88,1.19%
11-Feb-05,420.88,417.38,420.88,420.88,0.78%
10-Feb-05,417.62,413.38,417.62,417.62,1.09%
9-Feb-05,413.12,412.57,413.12,413.12,0.08%
8-Feb-05,412.8,413.65,412.8,412.8,-0.34%
7-Feb-05,414.2,414.65,414.2,414.2,-0.10%
4-Feb-05,414.6,417.1,414.6,414.6,-0.60%
3-Feb-05,417.1,421.8,417.1,417.1,-1.16%
2-Feb-05,421.98,420.98,421.98,421.98,0.21%
1-Feb-05,421.1,422.4,421.1,421.1,-0.36%
31-Jan-05,422.62,426.38,422.62,422.62,-0.98%
28-Jan-05,426.8,426.2,426.8,426.8,0.14%
27-Jan-05,426.2,426.65,426.2,426.2,-0.07%
26-Jan-05,426.5,422.15,426.5,426.5,0.96%
25-Jan-05,422.43,427.68,422.43,422.43,-1.13%
24-Jan-05,427.27,427.38,427.27,427.27,0.12%
21-Jan-05,426.75,422.35,426.75,426.75,0.99%
20-Jan-05,422.55,423.15,422.55,422.55,-0.07%
19-Jan-05,422.85,423.05,422.85,422.85,-0.05%
18-Jan-05,423.05,421.75,423.05,423.05,0.16%
17-Jan-05,422.38,422.62,422.38,422.38,-0.18%
14-Jan-05,423.15,425.25,423.15,423.15,-0.46%
13-Jan-05,425.12,426.02,425.12,425.12,-0.23%
12-Jan-05,426.12,422.62,426.12,426.12,0.89%
11-Jan-05,422.38,419.98,422.38,422.38,0.78%
10-Jan-05,419.12,419.38,419.12,419.12,0.04%
7-Jan-05,418.95,421.75,418.95,418.95,-0.56%
6-Jan-05,421.32,426.77,421.32,421.32,-1.23%
5-Jan-05,426.55,427.55,426.55,426.55,-0.26%
4-Jan-05,427.65,429.6,427.65,427.65,-0.30%
3-Jan-05,428.95,437.85,428.95,428.95,-2.17%
31-Dec-04,438.45,437.6,438.45,438.45,0.23%
30-Dec-04,437.45,436.25,437.45,437.45,0.25%
29-Dec-04,436.38,443.88,436.38,436.38,-1.61%
28-Dec-04,443.5,444.75,443.5,443.5,-0.28%
27-Dec-04,444.73,442.38,444.73,444.73,0.46%
24-Dec-04,442.7,442.15,442.7,442.7,0.19%
23-Dec-04,441.88,439.88,441.88,441.88,0.50%
22-Dec-04,439.68,441.88,439.68,439.68,-0.50%
21-Dec-04,441.88,442.93,441.88,441.88,-0.26%
20-Dec-04,443.02,441.62,443.02,443.02,0.42%
17-Dec-04,441.18,437.38,441.18,441.18,0.93%
16-Dec-04,437.12,440.88,437.12,437.12,-0.68%
15-Dec-04,440.12,436.12,440.12,440.12,1.06%
14-Dec-04,435.52,438.88,435.52,435.52,-0.82%
13-Dec-04,439.1,434.15,439.1,439.1,1.06%
10-Dec-04,434.5,437.3,434.5,434.5,-0.75%
9-Dec-04,437.8,440.4,437.8,437.8,-0.55%
8-Dec-04,440.2,451,440.2,440.2,-2.37%
7-Dec-04,450.9,451.9,450.9,450.9,-0.34%
6-Dec-04,452.45,455.25,452.45,452.45,-0.74%
3-Dec-04,455.82,449.48,455.82,455.82,1.44%
2-Dec-04,449.35,454.6,449.35,449.35,-0.95%
1-Dec-04,453.68,451.12,453.68,453.68,0.62%
30-Nov-04,450.88,453.12,450.88,450.88,-0.62%
29-Nov-04,453.68,454.12,453.68,453.68,0.23%
26-Nov-04,452.62,451.38,452.62,452.62,0.20%
25-Nov-04,451.7,449.2,451.7,451.7,0.57%
24-Nov-04,449.12,447.38,449.12,449.12,0.47%
23-Nov-04,447,448.5,447,447,-0.36%
22-Nov-04,448.62,446.62,448.62,448.62,0.36%
19-Nov-04,447.02,442.38,447.02,447.02,0.88%
18-Nov-04,443.12,444.77,443.12,443.12,-0.34%
17-Nov-04,444.62,439.38,444.62,444.62,1.14%
16-Nov-04,439.62,436.88,439.62,439.62,0.64%
15-Nov-04,436.82,437.62,436.82,436.82,-0.26%
12-Nov-04,437.95,434.5,437.95,437.95,0.71%
11-Nov-04,434.88,434.12,434.88,434.88,0.23%
10-Nov-04,433.88,434.88,433.88,433.88,-0.33%
9-Nov-04,435.32,432.12,435.32,435.32,0.80%
8-Nov-04,431.88,431.12,431.88,431.88,-0.40%
5-Nov-04,433.62,429.62,433.62,433.62,0.93%
4-Nov-04,429.62,426.88,429.62,429.62,0.49%
3-Nov-04,427.52,421.38,427.52,427.52,1.34%
2-Nov-04,421.88,425.88,421.88,421.88,-1.20%
1-Nov-04,427,429.5,427,427,-0.35%
