Date,Price,Open,High,Low,Change %
25-May-15,"1,207.17","1,205.12","1,208.97","1,202.92",0.07%
22-May-15,"1,206.38","1,206.75","1,215.20","1,201.70",-0.01%
21-May-15,"1,206.45","1,210.11","1,212.95","1,201.91",-0.23%
20-May-15,"1,209.28","1,208.01","1,213.47","1,203.02",0.15%
19-May-15,"1,207.51","1,225.27","1,225.57","1,205.56",-1.49%
18-May-15,"1,225.74","1,223.30","1,232.70","1,221.50",0.15%
15-May-15,"1,223.85","1,221.76","1,226.75","1,211.55",0.19%
14-May-15,"1,221.52","1,215.71","1,227.44","1,212.05",0.48%
13-May-15,"1,215.73","1,193.45","1,219.30","1,191.30",1.86%
12-May-15,"1,193.50","1,183.80","1,197.00","1,181.05",0.79%
11-May-15,"1,184.20","1,188.95","1,192.10","1,179.50",-0.33%
8-May-15,"1,188.15","1,184.66","1,193.61","1,182.13",0.28%
7-May-15,"1,184.80","1,191.80","1,193.30","1,179.16",-0.59%
6-May-15,"1,191.80","1,193.19","1,197.90","1,188.30",-0.13%
5-May-15,"1,193.33","1,188.56","1,200.10","1,185.90",0.43%
4-May-15,"1,188.25","1,178.95","1,193.45","1,177.88",0.83%
1-May-15,"1,178.50","1,184.56","1,185.26","1,170.60",-0.50%
30-Apr-15,"1,184.37","1,205.18","1,207.52","1,177.32",-1.70%
29-Apr-15,"1,204.80","1,212.10","1,213.70","1,201.63",-0.60%
28-Apr-15,"1,212.10","1,202.75","1,215.50","1,199.30",0.84%
27-Apr-15,"1,202.00","1,179.76","1,207.46","1,178.75",1.92%
24-Apr-15,"1,179.38","1,194.16","1,196.51","1,175.24",-1.22%
23-Apr-15,"1,194.00","1,187.56","1,198.40","1,184.05",0.56%
22-Apr-15,"1,187.30","1,202.75","1,205.20","1,185.73",-1.28%
21-Apr-15,"1,202.68","1,196.81","1,204.40","1,193.30",0.52%
20-Apr-15,"1,196.50","1,204.90","1,209.40","1,191.54",-0.68%
17-Apr-15,"1,204.65","1,198.60","1,208.10","1,197.28",0.58%
16-Apr-15,"1,197.65","1,202.45","1,209.60","1,195.06",-0.37%
15-Apr-15,"1,202.05","1,193.21","1,205.35","1,189.38",0.71%
14-Apr-15,"1,193.58","1,199.20","1,202.10","1,184.18",-0.44%
13-Apr-15,"1,198.85","1,207.38","1,209.83","1,196.81",-0.76%
10-Apr-15,"1,208.05","1,194.30","1,211.10","1,193.30",1.09%
9-Apr-15,"1,195.01","1,203.07","1,203.76","1,192.86",-0.65%
8-Apr-15,"1,202.80","1,208.85","1,212.60","1,197.85",-0.48%
7-Apr-15,"1,208.60","1,214.69","1,215.91","1,207.45",-0.50%
6-Apr-15,"1,214.70","1,215.63","1,224.50","1,213.85",0.31%
3-Apr-15,"1,210.90","1,201.74","1,212.74","1,200.11",0.69%
2-Apr-15,"1,202.59","1,204.95","1,208.15","1,195.75",-0.13%
1-Apr-15,"1,204.10","1,183.35","1,209.00","1,180.35",1.74%
31-Mar-15,"1,183.50","1,185.40","1,191.20","1,178.45",-0.23%
30-Mar-15,"1,186.20","1,198.85","1,199.50","1,182.55",-1.09%
27-Mar-15,"1,199.30","1,204.25","1,206.70","1,192.91",-0.42%
26-Mar-15,"1,204.38","1,195.55","1,219.80","1,194.50",0.75%
25-Mar-15,"1,195.45","1,192.90","1,199.90","1,186.65",0.19%
24-Mar-15,"1,193.13","1,189.35","1,195.70","1,185.25",0.32%
23-Mar-15,"1,189.30","1,185.96","1,192.10","1,179.45",0.56%
20-Mar-15,"1,182.68","1,170.70","1,188.30","1,168.55",0.97%
19-Mar-15,"1,171.30","1,167.25","1,177.86","1,160.06",0.35%
18-Mar-15,"1,167.25","1,149.25","1,174.61","1,145.90",1.56%
17-Mar-15,"1,149.30","1,154.55","1,159.85","1,143.61",-0.46%
16-Mar-15,"1,154.59","1,158.50","1,164.46","1,150.60",-0.42%
13-Mar-15,"1,159.48","1,153.90","1,162.55","1,151.80",0.50%
12-Mar-15,"1,153.70","1,154.60","1,166.70","1,148.90",-0.10%
11-Mar-15,"1,154.80","1,162.15","1,165.95","1,147.85",-0.61%
10-Mar-15,"1,161.93","1,167.10","1,171.35","1,156.35",-0.46%
9-Mar-15,"1,167.30","1,168.65","1,176.15","1,166.15",0.01%
6-Mar-15,"1,167.21","1,198.65","1,201.29","1,163.94",-2.62%
5-Mar-15,"1,198.60","1,199.75","1,209.70","1,196.40",-0.10%
4-Mar-15,"1,199.85","1,203.75","1,209.40","1,198.25",-0.33%
3-Mar-15,"1,203.80","1,207.19","1,215.09","1,195.39",-0.27%
2-Mar-15,"1,207.10","1,213.80","1,223.60","1,204.60",-0.50%
27-Feb-15,"1,213.15","1,209.45","1,219.90","1,204.65",0.34%
26-Feb-15,"1,209.05","1,205.16","1,220.75","1,203.95",0.35%
25-Feb-15,"1,204.80","1,199.55","1,212.20","1,199.50",0.41%
24-Feb-15,"1,199.89","1,201.71","1,204.60","1,191.30",-0.17%
23-Feb-15,"1,201.92","1,201.89","1,210.70","1,191.51",-0.04%
20-Feb-15,"1,202.39","1,207.41","1,215.39","1,198.43",-0.42%
19-Feb-15,"1,207.45","1,212.70","1,223.50","1,205.40",-0.46%
18-Feb-15,"1,212.99","1,209.41","1,212.99","1,197.95",0.30%
17-Feb-15,"1,209.40","1,231.05","1,234.15","1,203.70",-1.79%
16-Feb-15,"1,231.47","1,228.58","1,236.88","1,228.01",0.14%
13-Feb-15,"1,229.70","1,222.38","1,235.70","1,221.01",0.59%
12-Feb-15,"1,222.50","1,218.73","1,232.90","1,216.75",0.27%
11-Feb-15,"1,219.16","1,233.75","1,239.30","1,218.26",-1.20%
10-Feb-15,"1,234.00","1,239.55","1,246.00","1,230.70",-0.46%
9-Feb-15,"1,239.68","1,235.18","1,244.35","1,234.54",0.48%
6-Feb-15,"1,233.72","1,264.82","1,269.30","1,228.75",-2.45%
5-Feb-15,"1,264.70","1,269.90","1,274.00","1,256.52",-0.42%
4-Feb-15,"1,270.05","1,260.25","1,272.20","1,256.85",0.78%
3-Feb-15,"1,260.20","1,275.40","1,285.59","1,255.70",-1.19%
2-Feb-15,"1,275.44","1,281.81","1,283.85","1,266.93",-0.63%
30-Jan-15,"1,283.55","1,257.61","1,285.35","1,257.25",2.09%
29-Jan-15,"1,257.25","1,285.35","1,286.25","1,252.61",-2.17%
28-Jan-15,"1,285.10","1,292.35","1,294.55","1,281.50",-0.56%
27-Jan-15,"1,292.35","1,281.08","1,297.77","1,272.58",0.87%
26-Jan-15,"1,281.24","1,293.68","1,299.14","1,276.14",-1.03%
23-Jan-15,"1,294.55","1,301.38","1,302.90","1,284.66",-0.55%
22-Jan-15,"1,301.73","1,293.20","1,306.70","1,279.55",0.64%
21-Jan-15,"1,293.44","1,293.64","1,305.38","1,285.59",-0.04%
20-Jan-15,"1,293.94","1,276.54","1,297.23","1,274.09",1.32%
19-Jan-15,"1,277.08","1,279.67","1,281.63","1,272.22",-0.25%
16-Jan-15,"1,280.30","1,262.05","1,281.99","1,255.37",1.48%
15-Jan-15,"1,261.64","1,229.95","1,266.59","1,226.18",2.58%
14-Jan-15,"1,229.95","1,230.76","1,244.40","1,224.95",-0.08%
13-Jan-15,"1,230.88","1,233.62","1,244.12","1,227.53",-0.22%
12-Jan-15,"1,233.64","1,223.00","1,236.29","1,218.56",0.84%
